x,y,z
-409.490875244,64.762176514,435.894042969
-409.350372314,63.949516296,435.328491211
-409.21081543,63.149959564,434.74432373
-409.072113037,62.362781525,434.1434021
-408.936401367,61.585353851,433.52923584
-408.800292969,60.81968689,432.900543213
-408.665924072,60.063102722,432.2605896
-408.53427124,59.316986084,431.607910156
-408.407531738,58.581180573,430.942687988
-408.284484863,57.857471466,430.263641357
-408.163146973,57.148441315,429.568969727
-408.040100098,56.457515717,428.8565979
-407.917236328,55.784664154,428.127105713
-407.795471191,55.126647949,427.384002686
-407.677398682,54.480861664,426.629669189
-407.563812256,53.848098755,425.863708496
-407.450836182,53.228488922,425.086975098
-407.33416748,52.628349304,424.295623779
-407.213745117,52.046421051,423.491363525
-407.095947266,51.474647522,422.679443359
-406.99005127,50.908027649,421.862304688
-406.894836426,50.349411011,421.038360596
-406.80569458,49.802726746,420.205780029
-406.712677002,49.2775383,419.359893799
-406.611724854,48.781932831,418.4972229
-406.511230469,48.304527283,417.624298096
-406.409820557,47.846153259,416.741333008
-406.309844971,47.40259552,415.85067749
-406.210754395,46.974796295,414.95223999
-406.116638184,46.560596466,414.046936035
-406.022521973,46.162963867,413.134216309
-405.934204102,45.785533905,412.212402344
-405.854217529,45.434062958,411.279632568
-405.774993896,45.100521088,410.340240479
-405.694549561,44.783336639,409.395294189
-405.612548828,44.488830566,408.44317627
-405.521362305,44.223045349,407.483459473
-405.435913086,43.965595245,406.520965576
-405.350891113,43.721256256,405.555023193
-405.265441895,43.491630554,404.585510254
-405.176269531,43.298221588,403.608459473
-405.096099854,43.132282257,402.625579834
-405.019317627,42.980129242,401.640197754
-404.946716309,42.836315155,400.653259277
-404.860473633,42.714111328,399.664520264
-404.776184082,42.606945038,398.673858643
-404.680236816,42.518295288,397.682434082
-404.601318359,42.43813324,396.688781738
-404.539764404,42.365638733,395.69329834
-404.462554932,42.313896179,394.697631836
-404.392364502,42.274394989,393.700866699
-404.332061768,42.243682861,392.703155518
-404.272277832,42.231445313,391.70501709
-404.218109131,42.231212616,390.706481934
-404.15234375,42.268466949,389.709350586
-404.077056885,42.342288971,388.714935303
-403.999511719,42.428936005,387.721710205
-403.933868408,42.523513794,386.728363037
-403.867980957,42.635673523,385.736846924
-403.79876709,42.770084381,384.748352051
-403.72442627,42.934883118,383.764831543
-403.65145874,43.118335724,382.784515381
-403.577514648,43.320419312,381.807952881
-403.508270264,43.547908783,380.836639404
-403.443206787,43.79473877,379.869781494
-403.381256104,44.058929443,378.907287598
-403.320770264,44.340606689,377.949676514
-403.261383057,44.636798859,376.996398926
-403.197631836,44.947605133,376.048065186
-403.132354736,45.273605347,375.104949951
-403.061798096,45.618122101,374.168823242
-402.988433838,45.984954834,373.241424561
-402.916137695,46.373458862,372.322814941
-402.846191406,46.781993866,371.412750244
-402.7840271,47.206993103,370.50970459
-402.724945068,47.646671295,369.613494873
-402.665893555,48.098514557,368.723358154
-402.608215332,48.566661835,367.841583252
-402.548736572,49.054210663,366.97052002
-402.489562988,49.560031891,366.109924316
-402.429626465,50.081672668,365.258880615
-402.369934082,50.617176056,364.416473389
-402.307983398,51.170764923,363.585998535
-402.245635986,51.740200043,362.766326904
-402.182037354,52.324714661,361.957427979
-402.116271973,52.921836853,361.157989502
-402.049560547,53.533226013,360.369476318
-401.981079102,54.159286499,359.592712402
-401.912261963,54.799549103,358.827636719
-401.84286499,55.456855774,358.077209473
-401.772064209,56.130813599,357.341827393
-401.701293945,56.819194794,356.619934082
-401.629852295,57.521389008,355.911560059
-401.561462402,58.236961365,355.216369629
-401.492462158,58.965221405,354.534545898
-401.423828125,59.705825806,353.866119385
-401.351959229,60.459259033,353.212524414
-401.278930664,61.224269867,352.572662354
-401.204345703,62.00138855,351.947753906
-401.129425049,62.790294647,351.33782959
-401.056335449,63.589862823,350.741729736
-400.981994629,64.399673462,350.159759521
-400.905853271,65.221847534,349.59564209
-400.828338623,66.055259705,349.048461914
-400.748168945,66.899162292,348.517974854
-400.668365479,67.751220703,348.000640869
-400.590087891,68.613441467,347.500183105
-400.507843018,69.485054016,347.016937256
-400.425842285,70.364524841,346.548095703
-400.343414307,71.253631592,346.097869873
-400.260101318,72.151855469,345.666290283
-400.177246094,73.057983398,345.251495361
-400.094299316,73.971687317,344.853668213
-400.011108398,74.892951965,344.473724365
-399.926055908,75.821632385,344.112731934
-399.840332031,76.756950378,343.769470215
-399.752593994,77.697669983,343.441833496
-399.662841797,78.644187927,343.131896973
-399.572967529,79.596130371,342.839111328
-399.477203369,80.552726746,342.563873291
-399.378570557,81.51411438,342.306976318
-399.280548096,82.480239868,342.068237305
-399.180480957,83.450241089,341.846679688
-399.079528809,84.424118042,341.643249512
-398.978973389,85.402122498,341.460510254
-398.877532959,86.383674622,341.298431396
-398.774261475,87.368118286,341.156280518
-398.668334961,88.354988098,341.034332275
-398.559875488,89.343826294,340.932128906
-398.449798584,90.334182739,340.847991943
-398.33895874,91.32572937,340.780548096
-398.224914551,92.317985535,340.731384277
-398.109527588,93.31086731,340.701721191
-397.991729736,94.303871155,340.69317627
-397.876953125,95.297225952,340.701599121
-397.764465332,96.290550232,340.727172852
-397.648620605,97.282791138,340.772247314
-397.530334473,98.273658752,340.836975098
-397.410888672,99.262863159,340.921905518
-397.289398193,100.250106812,341.024810791
-397.167907715,101.23538208,341.145111084
-397.042999268,102.217979431,341.282592773
-396.913726807,103.197128296,341.439331055
-396.782684326,104.172943115,341.61428833
-396.646331787,105.144477844,341.807983398
-396.507293701,106.110908508,342.024047852
-396.367614746,107.071769714,342.263305664
-396.225402832,108.027259827,342.521789551
-396.084014893,108.978240967,342.796844482
-395.943969727,109.925468445,343.085174561
-395.800323486,110.866035461,343.392913818
-395.655273438,111.800613403,343.717773438
-395.510253906,112.730010986,344.057189941
-395.361114502,113.652061462,344.414367676
-395.211517334,114.568336487,344.785919189
-395.062316895,115.477882385,345.173828125
-394.910552979,116.378448486,345.581207275
-394.757019043,117.269165039,346.009063721
-394.602813721,118.15045166,346.455780029
-394.445892334,119.021728516,346.920806885
-394.288604736,119.885482788,347.399536133
-394.129241943,120.73815918,347.897094727
-393.966003418,121.580421448,348.410858154
-393.799224854,122.412826538,348.939331055
-393.628814697,123.23600769,349.480926514
-393.45211792,124.046699524,350.039093018
-393.275665283,124.847625732,350.61126709
-393.100158691,125.636062622,351.200805664
-392.925170898,126.413009644,351.80557251
-392.750183105,127.17993927,352.422973633
-392.576446533,127.935798645,353.054229736
-392.399597168,128.680267334,353.698028564
-392.219238281,129.411956787,354.355377197
-392.037872314,130.13079834,355.02645874
-391.857025146,130.832748413,355.715332031
-391.67489624,131.520858765,356.417724609
-391.491516113,132.196884155,357.131408691
-391.302429199,132.858810425,357.856719971
-391.11038208,133.500137329,358.599578857
-390.915527344,134.123352051,359.356964111
-390.722167969,134.734695435,360.124328613
-390.527069092,135.335083008,360.899871826
-390.329223633,135.91796875,361.687957764
-390.125854492,136.485488892,362.485809326
-389.921966553,137.036941528,363.294708252
-389.719482422,137.578018188,364.110931396
-389.518005371,138.101455688,364.938842773
-389.315582275,138.608627319,365.776580811
-389.108551025,139.097869873,366.623809814
-388.899719238,139.56817627,367.481262207
-388.692138672,140.026062012,368.345703125
-388.490020752,140.472915649,369.217193604
-388.287322998,140.90133667,370.097747803
-388.076629639,141.303512573,370.988739014
-387.862335205,141.682617188,371.888946533
-387.640228271,142.041885376,372.795379639
-387.414550781,142.381484985,373.708465576
-387.194763184,142.714492798,374.625427246
-386.975402832,143.036636353,375.546356201
-386.753631592,143.336349487,376.474243164
-386.533416748,143.61567688,377.408843994
-386.31628418,143.876159668,378.349578857
-386.098327637,144.11579895,379.295654297
-385.87677002,144.33380127,380.246124268
-385.646759033,144.532394409,381.198852539
-385.413818359,144.722976685,382.152496338
-385.184143066,144.908920288,383.107849121
-384.957855225,145.080780029,384.066619873
-384.736816406,145.232208252,385.030059814
-384.522064209,145.358963013,385.998474121
-384.311584473,145.465103149,386.970306396
-384.103027344,145.553817749,387.944274902
-383.890045166,145.62437439,388.918762207
-383.664428711,145.674423218,389.891693115
-383.434631348,145.702667236,390.864532471
-383.192962646,145.697433472,391.834869385
-382.939086914,145.668579102,392.80166626
-382.66897583,145.615127563,393.763000488
-382.406921387,145.54598999,394.725585938
-382.158966064,145.463363647,395.690826416
-381.91973877,145.371231079,396.657409668
-381.698181152,145.26399231,397.626647949
-381.471282959,145.1434021,398.593078613
-381.239868164,145.008377075,399.556518555
-381.002716064,144.850799561,400.515136719
-380.761993408,144.666809082,401.468139648
-380.516845703,144.456878662,402.414611816
-380.25479126,144.22253418,403.350769043
-379.996398926,143.964019775,404.281585693
-379.732727051,143.678146362,405.202850342
-379.476531982,143.379165649,406.122070313
-379.233856201,143.071609497,407.042144775
-378.997009277,142.750335693,407.95904541
-378.748931885,142.409469604,408.865844727
-378.496917725,142.047164917,409.763183594
-378.24597168,141.667861938,410.653778076
-377.99331665,141.269424438,411.535491943
-377.743347168,140.855255127,412.410705566
-377.495910645,140.422454834,413.277587891
-377.254058838,139.972900391,414.137481689
-377.006988525,139.505752563,414.986450195
-376.755493164,139.028106689,415.82824707
-376.504699707,138.536514282,416.66217041
-376.257171631,138.030792236,417.488586426
-376.015930176,137.508087158,418.306243896
-375.780151367,136.968582153,419.114532471
-375.54196167,136.414260864,419.912017822
-375.300384521,135.847122192,420.699401855
-375.055603027,135.268005371,421.477050781
-374.812103271,134.675979614,422.245300293
-374.569702148,134.069946289,423.00289917
-374.323394775,133.448120117,423.746307373
-374.075012207,132.809387207,424.47454834
-373.827789307,132.152069092,425.186462402
-373.583374023,131.477523804,425.883056641
-373.342285156,130.787582397,426.565582275
-373.101470947,130.084472656,427.234649658
-372.863037109,129.368835449,427.891174316
-372.624969482,128.641937256,428.535339355
-372.388458252,127.901229858,429.164154053
-372.154785156,127.147575378,429.7784729
-371.921325684,126.381820679,430.377746582
-371.686706543,125.605285645,430.962493896
-371.453338623,124.817573547,431.532623291
-371.218505859,124.018157959,432.085601807
-370.983917236,123.207748413,432.622436523
-370.750762939,122.386276245,433.142852783
-370.517181396,121.554336548,433.646148682
-370.283325195,120.713859558,434.134918213
-370.052642822,119.865837097,434.612030029
-369.823730469,119.007736206,435.071655273
-369.595367432,118.141387939,435.515838623
-369.367797852,117.265739441,435.941802979
-369.139251709,116.382461548,436.351165771
-368.911621094,115.491035461,436.743011475
-368.686798096,114.591629028,437.117858887
-368.464172363,113.682891846,437.47088623
-368.242156982,112.766731262,437.804595947
-368.021789551,111.844566345,438.122467041
-367.800720215,110.916519165,438.422241211
-367.579223633,109.98261261,438.702880859
-367.35824585,109.043434143,438.965789795
-367.13949585,108.098350525,439.208618164
-366.921508789,107.148933411,439.434661865
-366.705749512,106.194885254,439.642608643
-366.494720459,105.235542297,439.830047607
-366.28515625,104.272674561,440.000274658
-366.076507568,103.306655884,440.152862549
-365.869445801,102.337791443,440.288635254
-365.663787842,101.366294861,440.406555176
-365.460601807,100.391921997,440.503082275
-365.258605957,99.415634155,440.580871582
-365.057159424,98.437965393,440.64074707
-364.859924316,97.458518982,440.682983398
-364.668762207,96.477233887,440.706207275
-364.478973389,95.495414734,440.709838867
-364.290344238,94.513526917,440.692352295
-364.102966309,93.531951904,440.654907227
-363.912139893,92.551979065,440.598083496
-363.720214844,91.573623657,440.520721436
-363.527130127,90.59740448,440.422180176
-363.333892822,89.622848511,440.308624268
-363.146392822,88.649299622,440.178009033
-362.96194458,87.67791748,440.02835083
-362.781219482,86.708969116,439.859588623
-362.601959229,85.743438721,439.67086792
-362.425231934,84.781524658,439.462341309
-362.247436523,83.823562622,439.237182617
-362.068817139,82.869445801,438.996856689
-361.891906738,81.919525146,438.739257813
-361.714538574,80.974960327,438.462982178
-361.542175293,80.035392761,438.167175293
-361.375549316,79.100097656,437.855010986
-361.214050293,78.169769287,437.525756836
-361.056884766,77.245452881,437.177978516
-360.89956665,76.329330444,436.809234619
-360.742095947,75.423110962,436.4168396
-360.581878662,74.527572632,436.001708984
-360.422119141,73.639640808,435.570373535
-360.268615723,72.757041931,435.12600708
-360.11706543,71.879798889,434.670501709
-359.964141846,71.010444641,434.200561523
-359.808624268,70.150695801,433.714111328
-359.653839111,69.298377991,433.214508057
-359.500427246,68.454078674,432.701080322
-359.353179932,67.620384216,432.16885376
-359.21005249,66.798164368,431.617980957
-359.069580078,65.990486145,431.045349121
-358.92779541,65.195259094,430.455841064
-358.78817749,64.409637451,429.853088379
-358.65335083,63.631778717,429.23928833
-358.521453857,62.863903046,428.612426758
-358.389587402,62.107368469,427.971893311
-358.257598877,61.361557007,427.318939209
-358.128448486,60.627323151,426.652435303
-358.004516602,59.904529572,425.972564697
-357.883117676,59.197799683,425.27557373
-357.761688232,58.507301331,424.5625
-357.639190674,57.835632324,423.831848145
-357.516815186,57.180229187,423.086547852
-357.399658203,56.532920837,422.333374023
-357.283752441,55.897373199,421.570068359
-357.168884277,55.275089264,420.79574585
-357.053405762,54.673519135,420.005310059
-356.942382813,54.091281891,419.199920654
-356.834777832,53.522602081,418.384429932
-356.727325439,52.964847565,417.561401367
-356.621643066,52.415519714,416.732513428
-356.516052246,51.880447388,415.894317627
-356.409851074,51.367675781,415.042388916
-356.310821533,50.871505737,414.179840088
-356.214355469,50.392799377,413.307189941
-356.118804932,49.929859161,412.425964355
-356.021881104,49.484169006,411.53604126
-355.923919678,49.055828094,410.637756348
-355.828186035,48.64899826,409.729278564
-355.738952637,48.262168884,408.811462402
-355.654144287,47.888706207,407.887695313
-355.571105957,47.530220032,406.957855225
-355.484069824,47.188686371,406.022033691
-355.395904541,46.871574402,405.077758789
-355.30645752,46.568901062,404.128875732
-355.215301514,46.281486511,403.175415039
-355.126586914,46.012172699,402.216461182
-355.043029785,45.755550385,401.253570557
-354.967010498,45.525905609,400.28326416
-354.895721436,45.322715759,399.306732178
-354.830230713,45.154090881,398.323242188
-354.760162354,45.00504303,397.336883545
-354.693817139,44.868343353,396.348480225
-354.617523193,44.755767822,395.357757568
-354.540618896,44.654338837,394.365905762
-354.456054688,44.565326691,393.373474121
-354.372131348,44.488414764,392.379974365
-354.288421631,44.422889709,391.385650635
-354.205993652,44.374862671,390.390197754
-354.128112793,44.352592468,389.393493652
-354.060455322,44.346168518,388.395812988
-353.997589111,44.355941772,387.397827148
-353.928161621,44.373001099,386.400390625
-353.855804443,44.396354675,385.403289795
-353.779449463,44.441921234,384.40725708
-353.701049805,44.531272888,383.414337158
-353.638885498,44.647109985,382.42300415
-353.578063965,44.781635284,381.433959961
-353.514587402,44.939022064,380.448455811
-353.452270508,45.112728119,379.465637207
-353.383483887,45.305618286,378.486846924
-353.318359375,45.506370544,377.509368896
-353.255004883,45.718551636,376.534179688
-353.191680908,45.945537567,375.562347412
-353.129974365,46.192016602,374.595153809
-353.06652832,46.46622467,373.6355896
-352.996276855,46.771255493,372.685852051
-352.927154541,47.09601593,371.742584229
-352.863861084,47.426280975,370.800811768
-352.797271729,47.772541046,369.86505127
-352.72845459,48.14251709,368.938568115
-352.663543701,48.537773132,368.022277832
-352.600830078,48.955478668,367.115875244
-352.541870117,49.379707336,366.212249756
-352.485198975,49.812656403,365.31262207
-352.426269531,50.260189056,364.420288086
-352.361633301,50.726192474,363.537872314
-352.294281006,51.214370728,362.667724609
-352.229400635,51.716587067,361.805419922
-352.161712646,52.237476349,360.954498291
-352.093261719,52.777984619,360.115936279
-352.021759033,53.340118408,359.291992188
-351.950653076,53.915618896,358.477294922
-351.8777771,54.5038414,357.671875
-351.806732178,55.104240417,356.875335693
-351.738586426,55.718166351,356.088928223
-351.674316406,56.347099304,355.314117432
-351.606903076,56.991485596,354.552398682
-351.539001465,57.648475647,353.801574707
-351.47076416,58.318668365,353.062530518
-351.402130127,59.00440979,352.337921143
-351.333435059,59.707084656,351.629730225
-351.26385498,60.425296783,350.937408447
-351.194152832,61.156425476,350.258728027
-351.12322998,61.901138306,349.595123291
-351.046966553,62.657543182,348.945465088
-350.972686768,63.424060822,348.307556152
-350.896942139,64.201095581,347.682678223
-350.819030762,64.989608765,347.072631836
-350.746002197,65.789932251,346.477539063
-350.668945313,66.601280212,345.898071289
-350.592407227,67.42351532,345.334075928
-350.513885498,68.256584167,344.786499023
-350.436828613,69.100372314,344.255371094
-350.360321045,69.953994751,343.740142822
-350.28225708,70.817108154,343.241210938
-350.200927734,71.688087463,342.75668335
-350.118164063,72.567085266,342.287109375
-350.033447266,73.456016541,341.836975098
-349.949615479,74.353363037,341.403686523
-349.865570068,75.258903503,340.987823486
-349.77911377,76.172088623,340.589538574
-349.695037842,77.093223572,340.209472656
-349.607391357,78.020828247,339.846343994
-349.516723633,78.954734802,339.500518799
-349.422302246,79.895240784,339.174102783
-349.32989502,80.842346191,338.866760254
-349.236053467,81.795318604,338.578582764
-349.141204834,82.753829956,338.309783936
-349.04397583,83.716773987,338.058197021
-348.945159912,84.684272766,337.825408936
-348.845916748,85.655990601,337.611114502
-348.744903564,86.631080627,337.413665771
-348.642333984,87.609443665,337.233978271
-348.54095459,88.591316223,337.073822021
-348.436920166,89.576049805,336.934265137
-348.331817627,90.563201904,336.813903809
-348.225311279,91.552001953,336.709381104
-348.118774414,92.54258728,336.623352051
-348.010131836,93.534477234,336.557342529
-347.903320313,94.527526855,336.507904053
-347.7918396,95.520812988,336.477142334
-347.675628662,96.513977051,336.466156006
-347.555389404,97.50668335,336.475189209
-347.43145752,98.498504639,336.505645752
-347.305847168,99.489334106,336.555389404
-347.186706543,100.479797363,336.624572754
-347.067016602,101.468666077,336.713012695
-346.942230225,102.45463562,336.823913574
-346.816162109,103.438308716,336.952331543
-346.687469482,104.419288635,337.097686768
-346.558319092,105.397651672,337.259338379
-346.428619385,106.372962952,337.438079834
-346.29675293,107.344459534,337.635101318
-346.162139893,108.311546326,337.851013184
-346.026306152,109.273513794,338.088012695
-345.889221191,110.230888367,338.342254639
-345.748626709,111.182952881,338.613922119
-345.607147217,112.129684448,338.903198242
-345.463500977,113.069541931,339.21307373
-345.317657471,114.002388,339.542510986
-345.170928955,114.929649353,339.886962891
-345.019714355,115.848655701,340.251068115
-344.865966797,116.759475708,340.634155273
-344.709014893,117.662063599,341.03503418
-344.554473877,118.558074951,341.451293945
-344.395446777,119.443534851,341.887939453
-344.235778809,120.321487427,342.339263916
-344.075744629,121.190704346,342.807067871
-343.917114258,122.052207947,343.289398193
-343.759002686,122.905288696,343.786651611
-343.597320557,123.747581482,344.300842285
-343.433929443,124.579673767,344.830871582
-343.266418457,125.398956299,345.379241943
-343.096496582,126.206436157,345.944122314
-342.926330566,127.005271912,346.521118164
-342.754608154,127.793693542,347.111816406
-342.580657959,128.57081604,347.716644287
-342.404449463,129.338485718,348.332794189
-342.226928711,130.09197998,348.965820313
-342.046020508,130.830886841,349.614898682
-341.863494873,131.55430603,350.280731201
-341.680999756,132.266967773,350.958099365
-341.497070313,132.967147827,351.647979736
-341.309387207,133.649642944,352.354370117
-341.11895752,134.319366455,353.072143555
-340.92791748,134.977462769,353.800445557
-340.738586426,135.623962402,354.539489746
-340.550323486,136.256149292,355.291107178
-340.361877441,136.872314453,356.055847168
-340.173614502,137.475891113,356.830596924
-339.985290527,138.065505981,357.616027832
-339.793823242,138.639297485,358.412322998
-339.593688965,139.196853638,359.217987061
-339.392669678,139.734420776,360.036895752
-339.18862915,140.252029419,360.867828369
-338.983825684,140.748153687,361.711578369
-338.77645874,141.22618103,362.565093994
-338.566589355,141.690093994,363.425750732
-338.361236572,142.140533447,364.294616699
-338.156402588,142.574752808,365.171813965
-337.947875977,142.990509033,366.057067871
-337.736999512,143.396896362,366.946105957
-337.525604248,143.795043945,367.838745117
-337.316955566,144.173034668,368.740753174
-337.108612061,144.532394409,369.650390625
-336.896972656,144.876586914,370.565124512
-336.680511475,145.199356079,371.48651123
-336.461791992,145.500442505,372.414672852
-336.245117188,145.779403687,373.350219727
-336.03237915,146.034133911,374.293548584
-335.814086914,146.265838623,375.241516113
-335.588195801,146.484008789,376.190917969
-335.358825684,146.683959961,377.143493652
-335.126312256,146.869110107,378.098297119
-334.890899658,147.037353516,379.055511475
-334.653076172,147.178573608,380.01651001
-334.414672852,147.293930054,380.980804443
-334.176513672,147.386047363,381.947662354
-333.939971924,147.457763672,382.916625977
-333.703338623,147.518310547,383.886322021
-333.467712402,147.570953369,384.856750488
-333.229675293,147.610549927,385.827209473
-332.990661621,147.634002686,386.797943115
-332.7527771,147.637207031,387.769226074
-332.518768311,147.621810913,388.741333008
-332.290588379,147.586151123,389.714294434
-332.060974121,147.53187561,390.686065674
-331.80645752,147.447555542,391.64944458
-331.556365967,147.340637207,392.611755371
-331.314666748,147.223236084,393.574981689
-331.085327148,147.095275879,394.539886475
-330.870391846,146.956573486,395.506622314
-330.649810791,146.793457031,396.468261719
-330.417907715,146.600280762,397.421630859
-330.177703857,146.378509521,398.366668701
-329.937164307,146.1378479,399.307006836
-329.687927246,145.877151489,400.239715576
-329.436859131,145.599624634,401.167053223
-329.185546875,145.30317688,402.088439941
-328.936920166,144.987014771,403.003997803
-328.68862915,144.655456543,403.91418457
-328.442077637,144.309555054,404.819488525
-328.190765381,143.951293945,405.718658447
-327.936401367,143.579223633,406.611328125
-327.681396484,143.190887451,407.496856689
-327.425872803,142.779586792,408.371795654
-327.171295166,142.348144531,409.23727417
-326.919036865,141.90296936,410.096435547
-326.671844482,141.442855835,410.949188232
-326.424621582,140.96496582,411.792114258
-326.180541992,140.473464966,412.628082275
-325.938568115,139.96711731,413.455780029
-325.694976807,139.447525024,414.274749756
-325.448669434,138.912628174,415.082977295
-325.203033447,138.357208252,415.877441406
-324.957672119,137.781433105,416.657348633
-324.720062256,137.188369751,417.426635742
-324.479736328,136.583145142,418.185546875
-324.239501953,135.969955444,418.938049316
-323.999298096,135.344909668,419.680755615
-323.755859375,134.704711914,420.409362793
-323.509674072,134.048629761,421.122772217
-323.26550293,133.377288818,421.822540283
-323.023712158,132.688919067,422.506408691
-322.787017822,131.983139038,423.174133301
-322.552642822,131.261108398,423.825073242
-322.319122314,130.526000977,424.461517334
-322.086547852,129.778869629,425.08416748
-321.852508545,129.020889282,425.693023682
-321.620727539,128.250976563,426.287567139
-321.389801025,127.469444275,426.867126465
-321.156524658,126.677185059,427.430969238
-320.922729492,125.874977112,427.980316162
-320.690948486,125.062698364,428.515563965
-320.460968018,124.24066925,429.036499023
-320.231842041,123.406852722,429.538757324
-320.004608154,122.563087463,430.024993896
-319.77835083,121.71031189,430.495727539
-319.552215576,120.848190308,430.949157715
-319.325775146,119.977035522,431.38482666
-319.09967041,119.096534729,431.801483154
-318.874786377,118.209312439,432.204315186
-318.649139404,117.314941406,432.590576172
-318.422393799,116.413825989,432.960144043
-318.197265625,115.505302429,433.312133789
-317.975341797,114.589988708,433.648223877
-317.755615234,113.66709137,433.964416504
-317.537567139,112.7370224,434.260101318
-317.320892334,111.800765991,434.536651611
-317.104400635,110.859443665,434.795593262
-316.890594482,109.912696838,435.036346436
-316.67767334,108.961776733,435.260894775
-316.463195801,108.007194519,435.467712402
-316.245300293,107.049598694,435.656188965
-316.037139893,106.085945129,435.823669434
-315.837036133,105.117240906,435.970550537
-315.637451172,104.145874023,436.09942627
-315.432434082,103.173179626,436.208190918
-315.21685791,102.200691223,436.296447754
-315.001861572,101.226638794,436.367156982
-314.796264648,100.249603271,436.423126221
-314.599822998,99.269897461,436.462982178
-314.409393311,98.288391113,436.482513428
-314.218841553,97.30670929,436.481964111
-314.023925781,96.32611084,436.461090088
-313.832855225,95.345428467,436.419311523
-313.639862061,94.36605835,436.359436035
-313.44631958,93.387908936,436.283447266
-313.25958252,92.409751892,436.192138672
-313.074310303,91.433509827,436.079772949
-312.890441895,90.459655762,435.946380615
-312.708190918,89.488723755,435.791229248
-312.529388428,88.519744873,435.620605469
-312.350036621,87.554176331,435.432159424
-312.175415039,86.591362,435.226013184
-312.000732422,85.632797241,435.00100708
-311.824401855,84.679412842,434.756134033
-311.652923584,83.73008728,434.492736816
-311.483612061,82.785995483,434.209838867
-311.312774658,81.847106934,433.911010742
-311.147705078,80.912651062,433.59552002
-310.981781006,79.984352112,433.262756348
-310.81729126,79.062400818,432.912109375
-310.656707764,78.147575378,432.541564941
-310.502441406,77.240821838,432.149139404
-310.346710205,76.343841553,431.735412598
-310.184387207,75.454658508,431.307617188
-310.024536133,74.571807861,430.865997314
-309.869262695,73.695503235,430.409942627
-309.721313477,72.827278137,429.936340332
-309.574371338,71.968971252,429.444702148
-309.431915283,71.120002747,428.935821533
-309.288391113,70.280578613,428.411651611
-309.143463135,69.451118469,427.8722229
-308.997406006,68.63053894,427.319671631
-308.852905273,67.818580627,426.754119873
-308.712738037,67.018325806,426.171081543
-308.576934814,66.229827881,425.571228027
-308.442138672,65.454872131,424.953765869
-308.307739258,64.693695068,424.31930542
-308.175170898,63.945064545,423.669708252
-308.043945313,63.208110809,423.006622314
-307.913543701,62.482105255,422.331420898
-307.789306641,61.76914978,421.641296387
-307.667175293,61.070869446,420.935974121
-307.541809082,60.386100769,420.218078613
-307.417907715,59.714294434,419.487792969
-307.292907715,59.056774139,418.744812012
-307.170593262,58.412845612,417.989562988
-307.05368042,57.778972626,417.225006104
-306.942504883,57.157886505,416.449188232
-306.834838867,56.549564362,415.662841797
-306.732177734,55.954341888,414.865875244
-306.625640869,55.378257751,414.055450439
-306.51461792,54.818416595,413.234313965
-306.399963379,54.274757385,412.402862549
-306.289123535,53.751075745,411.558197021
-306.186889648,53.24565506,410.701385498
-306.086364746,52.75630188,409.835113525
-305.987731934,52.284526825,408.95892334
-305.891571045,51.821666718,408.077728271
-305.797821045,51.377723694,407.186584473
-305.706420898,50.955833435,406.284545898
-305.612915039,50.550338745,405.375244141
-305.514801025,50.166736603,404.456970215
-305.413635254,49.802722931,403.531097412
-305.316101074,49.449028015,402.600830078
-305.221832275,49.108715057,401.665252686
-305.134094238,48.793491364,400.720306396
-305.053894043,48.502170563,399.767059326
-304.976165771,48.235134125,398.806518555
-304.900024414,47.984382629,397.841461182
-304.823272705,47.758682251,396.870300293
-304.744934082,47.559135437,395.893554688
-304.660491943,47.378330231,394.913665771
-304.570404053,47.217788696,393.930755615
-304.478088379,47.067623138,392.946411133
-304.383544922,46.927078247,391.960876465
-304.286743164,46.805015564,390.973083496
-304.195068359,46.694965363,389.983398438
-304.108184814,46.599113464,388.991790771
-304.026397705,46.514480591,387.998748779
-303.949462891,46.447032928,387.003997803
-303.874633789,46.40940094,386.007507324
-303.800811768,46.396438599,385.010314941
-303.724517822,46.401935577,384.013244629
-303.663482666,46.412464142,383.015167236
-303.610687256,46.42842865,382.016693115
-303.560455322,46.45565033,381.018341064
-303.505615234,46.494609833,380.020599365
-303.4503479,46.543704987,379.023345947
-303.381774902,46.621692657,378.028747559
-303.311737061,46.729873657,377.037078857
-303.23916626,46.873443604,376.050109863
-303.163391113,47.050052643,375.068756104
-303.090789795,47.247203827,374.091064453
-303.026397705,47.4674263,373.117736816
-302.962005615,47.712024689,372.150238037
-302.899597168,47.971473694,371.18649292
-302.834228516,48.244598389,370.226745605
-302.765258789,48.532623291,369.271606445
-302.697570801,48.831439972,368.319702148
-302.626220703,49.142940521,367.372131348
-302.562652588,49.460819244,366.426147461
-302.498565674,49.792819977,365.485046387
-302.433898926,50.153686523,364.554656982
-302.362854004,50.552036285,363.640167236
-302.291259766,50.975227356,362.736968994
-302.210693359,51.422355652,361.846130371
-302.129882813,51.89107132,360.966491699
-302.058502197,52.370258331,360.091674805
-302.001068115,52.847541809,359.214813232
-301.939544678,53.340274811,358.346801758
-301.87902832,53.845909119,357.486175537
-301.81539917,54.362468719,356.632293701
-301.749359131,54.89919281,355.791137695
-301.683563232,55.457458496,354.964080811
-301.614654541,56.032245636,354.148681641
